code,name,namew,type,parent,parent_type
N10000205,BT25 1BJ,,postcode,N10000205,dea
N10000205,BT25 1BL,,postcode,N10000205,dea
N10000205,BT25 1BP,,postcode,N10000205,dea
N10000205,BT25 1BQ,,postcode,N10000205,dea
N10000205,BT25 1BS,,postcode,N10000205,dea
N10000205,BT25 1BT,,postcode,N10000205,dea
N10000205,BT25 1BU,,postcode,N10000205,dea
N10000205,BT25 1BW,,postcode,N10000205,dea
N10000205,BT25 1BX,,postcode,N10000205,dea
N10000205,BT25 1BY,,postcode,N10000205,dea
N10000205,BT25 1BZ,,postcode,N10000205,dea
N10000205,BT25 1DB,,postcode,N10000205,dea
N10000205,BT25 1DD,,postcode,N10000205,dea
N10000205,BT25 1DE,,postcode,N10000205,dea
N10000205,BT25 1DF,,postcode,N10000205,dea
N10000205,BT25 1DG,,postcode,N10000205,dea
N10000205,BT25 1DH,,postcode,N10000205,dea
N10000205,BT25 1DJ,,postcode,N10000205,dea
N10000205,BT25 1DL,,postcode,N10000205,dea
N10000205,BT25 1DN,,postcode,N10000205,dea
N10000205,BT25 1DP,,postcode,N10000205,dea
N10000205,BT25 1DQ,,postcode,N10000205,dea
N10000205,BT25 1DR,,postcode,N10000205,dea
N10000205,BT25 1DS,,postcode,N10000205,dea
N10000205,BT25 1DT,,postcode,N10000205,dea
N10000205,BT25 1DU,,postcode,N10000205,dea
N10000205,BT25 1DW,,postcode,N10000205,dea
N10000205,BT25 1DX,,postcode,N10000205,dea
N10000205,BT25 1DZ,,postcode,N10000205,dea
N10000205,BT25 1EF,,postcode,N10000205,dea
N10000205,BT25 1EG,,postcode,N10000205,dea
N10000205,BT25 1EH,,postcode,N10000205,dea
N10000205,BT25 1EJ,,postcode,N10000205,dea
N10000205,BT25 1EL,,postcode,N10000205,dea
N10000205,BT25 1EN,,postcode,N10000205,dea
N10000205,BT25 1EP,,postcode,N10000205,dea
N10000205,BT25 1EQ,,postcode,N10000205,dea
N10000205,BT25 1ER,,postcode,N10000205,dea
N10000205,BT25 1ES,,postcode,N10000205,dea
N10000205,BT25 1EW,,postcode,N10000205,dea
N10000205,BT25 1EZ,,postcode,N10000205,dea
N10000205,BT25 1FA,,postcode,N10000205,dea
N10000205,BT25 1FB,,postcode,N10000205,dea
N10000205,BT25 1FD,,postcode,N10000205,dea
N10000205,BT25 1FE,,postcode,N10000205,dea
N10000205,BT25 1FH,,postcode,N10000205,dea
N10000205,BT25 1FJ,,postcode,N10000205,dea
N10000205,BT25 1FL,,postcode,N10000205,dea
N10000205,BT25 1FP,,postcode,N10000205,dea
N10000205,BT25 1FQ,,postcode,N10000205,dea
N10000205,BT25 1FR,,postcode,N10000205,dea
N10000205,BT25 1FS,,postcode,N10000205,dea
N10000205,BT25 1FT,,postcode,N10000205,dea
N10000205,BT25 1FU,,postcode,N10000205,dea
N10000205,BT25 1FX,,postcode,N10000205,dea
N10000205,BT25 1FY,,postcode,N10000205,dea
N10000205,BT25 1GA,,postcode,N10000205,dea
N10000205,BT25 1GB,,postcode,N10000205,dea
N10000205,BT25 1GD,,postcode,N10000205,dea
N10000205,BT25 1GE,,postcode,N10000205,dea
N10000205,BT25 1GF,,postcode,N10000205,dea
N10000205,BT25 1GG,,postcode,N10000205,dea
N10000205,BT25 1GH,,postcode,N10000205,dea
N10000205,BT25 1GJ,,postcode,N10000205,dea
N10000205,BT25 1GL,,postcode,N10000205,dea
N10000205,BT25 1GP,,postcode,N10000205,dea
N10000205,BT25 1GQ,,postcode,N10000205,dea
N10000205,BT25 1GW,,postcode,N10000205,dea
N10000205,BT25 1GX,,postcode,N10000205,dea
N10000205,BT25 1GY,,postcode,N10000205,dea
N10000205,BT25 1GZ,,postcode,N10000205,dea
N10000205,BT25 1HA,,postcode,N10000205,dea
N10000205,BT25 1HB,,postcode,N10000205,dea
N10000205,BT25 1HE,,postcode,N10000205,dea
N10000205,BT25 1HF,,postcode,N10000205,dea
N10000205,BT25 1HG,,postcode,N10000205,dea
N10000205,BT25 1HH,,postcode,N10000205,dea
N10000205,BT25 1HJ,,postcode,N10000205,dea
N10000205,BT25 1HL,,postcode,N10000205,dea
N10000205,BT25 1HN,,postcode,N10000205,dea
N10000205,BT25 1HP,,postcode,N10000205,dea
N10000205,BT25 1HQ,,postcode,N10000205,dea
N10000205,BT25 1HR,,postcode,N10000205,dea
N10000205,BT25 1HS,,postcode,N10000205,dea
N10000205,BT25 1HT,,postcode,N10000205,dea
N10000205,BT25 1HU,,postcode,N10000205,dea
N10000205,BT25 1HW,,postcode,N10000205,dea
N10000205,BT25 1HX,,postcode,N10000205,dea
N10000205,BT25 1HY,,postcode,N10000205,dea
N10000205,BT25 1HZ,,postcode,N10000205,dea
N10000205,BT25 1JA,,postcode,N10000205,dea
N10000205,BT25 1JB,,postcode,N10000205,dea
N10000205,BT25 1JD,,postcode,N10000205,dea
N10000205,BT25 1JE,,postcode,N10000205,dea
N10000205,BT25 1JF,,postcode,N10000205,dea
N10000205,BT25 1JG,,postcode,N10000205,dea
N10000205,BT25 1JH,,postcode,N10000205,dea
N10000205,BT25 1JJ,,postcode,N10000205,dea
N10000205,BT25 1JL,,postcode,N10000205,dea
N10000205,BT25 1JN,,postcode,N10000205,dea
N10000205,BT25 1JP,,postcode,N10000205,dea
N10000205,BT25 1JR,,postcode,N10000205,dea
N10000205,BT25 1JS,,postcode,N10000205,dea
N10000205,BT25 1JT,,postcode,N10000205,dea
N10000205,BT25 1JU,,postcode,N10000205,dea
N10000205,BT25 1JW,,postcode,N10000205,dea
N10000205,BT25 1JX,,postcode,N10000205,dea
N10000205,BT25 1JY,,postcode,N10000205,dea
N10000205,BT25 1JZ,,postcode,N10000205,dea
N10000205,BT25 1LA,,postcode,N10000205,dea
N10000205,BT25 1LB,,postcode,N10000205,dea
N10000205,BT25 1LD,,postcode,N10000205,dea
N10000205,BT25 1LE,,postcode,N10000205,dea
N10000205,BT25 1LF,,postcode,N10000205,dea
N10000205,BT25 1LG,,postcode,N10000205,dea
N10000205,BT25 1LH,,postcode,N10000205,dea
N10000205,BT25 1LJ,,postcode,N10000205,dea
N10000205,BT25 1LL,,postcode,N10000205,dea
N10000205,BT25 1LN,,postcode,N10000205,dea
N10000205,BT25 1LP,,postcode,N10000205,dea
N10000205,BT25 1LQ,,postcode,N10000205,dea
N10000205,BT25 1LR,,postcode,N10000205,dea
N10000205,BT25 1LS,,postcode,N10000205,dea
N10000205,BT25 1LT,,postcode,N10000205,dea
N10000205,BT25 1LU,,postcode,N10000205,dea
N10000205,BT25 1LW,,postcode,N10000205,dea
N10000205,BT25 1LX,,postcode,N10000205,dea
N10000205,BT25 1LY,,postcode,N10000205,dea
N10000205,BT25 1LZ,,postcode,N10000205,dea
N10000205,BT25 1NA,,postcode,N10000205,dea
N10000205,BT25 1NB,,postcode,N10000205,dea
N10000205,BT25 1ND,,postcode,N10000205,dea
N10000205,BT25 1NE,,postcode,N10000205,dea
N10000205,BT25 1NF,,postcode,N10000205,dea
N10000205,BT25 1NG,,postcode,N10000205,dea
N10000205,BT25 1NH,,postcode,N10000205,dea
N10000205,BT25 1NJ,,postcode,N10000205,dea
N10000205,BT25 1NL,,postcode,N10000205,dea
N10000205,BT25 1NN,,postcode,N10000205,dea
N10000205,BT25 1NP,,postcode,N10000205,dea
N10000205,BT25 1NQ,,postcode,N10000205,dea
N10000205,BT25 1NR,,postcode,N10000205,dea
N10000205,BT25 1NS,,postcode,N10000205,dea
N10000205,BT25 1NT,,postcode,N10000205,dea
N10000205,BT25 1NU,,postcode,N10000205,dea
N10000205,BT25 1NW,,postcode,N10000205,dea
N10000205,BT25 1NX,,postcode,N10000205,dea
N10000205,BT25 1NY,,postcode,N10000205,dea
N10000205,BT25 1NZ,,postcode,N10000205,dea
N10000205,BT25 1PA,,postcode,N10000205,dea
N10000205,BT25 1PB,,postcode,N10000205,dea
N10000205,BT25 1PD,,postcode,N10000205,dea
N10000205,BT25 1PE,,postcode,N10000205,dea
N10000205,BT25 1PF,,postcode,N10000205,dea
N10000205,BT25 1PG,,postcode,N10000205,dea
N10000205,BT25 1PH,,postcode,N10000205,dea
N10000205,BT25 1PJ,,postcode,N10000205,dea
N10000205,BT25 1PL,,postcode,N10000205,dea
N10000205,BT25 1PN,,postcode,N10000205,dea
N10000205,BT25 1PP,,postcode,N10000205,dea
N10000205,BT25 1PQ,,postcode,N10000205,dea
N10000205,BT25 1PR,,postcode,N10000205,dea
N10000205,BT25 1PS,,postcode,N10000205,dea
N10000205,BT25 1PT,,postcode,N10000205,dea
N10000205,BT25 1PU,,postcode,N10000205,dea
N10000205,BT25 1PW,,postcode,N10000205,dea
N10000205,BT25 1PX,,postcode,N10000205,dea
N10000205,BT25 1PY,,postcode,N10000205,dea
N10000205,BT25 1PZ,,postcode,N10000205,dea
N10000205,BT25 1QA,,postcode,N10000205,dea
N10000205,BT25 1QB,,postcode,N10000205,dea
N10000205,BT25 1QE,,postcode,N10000205,dea
N10000205,BT25 1QF,,postcode,N10000205,dea
N10000205,BT25 1QG,,postcode,N10000205,dea
N10000205,BT25 1QH,,postcode,N10000205,dea
N10000205,BT25 1QJ,,postcode,N10000205,dea
N10000205,BT25 1QL,,postcode,N10000205,dea
N10000205,BT25 1QN,,postcode,N10000205,dea
N10000205,BT25 1QQ,,postcode,N10000205,dea
N10000205,BT25 1QR,,postcode,N10000205,dea
N10000205,BT25 1QS,,postcode,N10000205,dea
N10000205,BT25 1QW,,postcode,N10000205,dea
N10000205,BT25 1RH,,postcode,N10000205,dea
N10000205,BT25 1RJ,,postcode,N10000205,dea
N10000205,BT25 1RS,,postcode,N10000205,dea
N10000205,BT25 1RT,,postcode,N10000205,dea
N10000205,BT25 1RU,,postcode,N10000205,dea
N10000205,BT25 1RX,,postcode,N10000205,dea
N10000205,BT25 1RY,,postcode,N10000205,dea
N10000205,BT25 1RZ,,postcode,N10000205,dea
N10000205,BT25 1SA,,postcode,N10000205,dea
N10000205,BT25 1SB,,postcode,N10000205,dea
N10000205,BT25 1SF,,postcode,N10000205,dea
N10000205,BT25 1SG,,postcode,N10000205,dea
N10000205,BT25 1SH,,postcode,N10000205,dea
N10000205,BT25 1SJ,,postcode,N10000205,dea
N10000205,BT25 1SL,,postcode,N10000205,dea
N10000205,BT25 1SN,,postcode,N10000205,dea
N10000205,BT25 1SP,,postcode,N10000205,dea
N10000205,BT25 1SQ,,postcode,N10000205,dea
N10000205,BT25 1SR,,postcode,N10000205,dea
N10000205,BT25 1SS,,postcode,N10000205,dea
N10000205,BT25 1ST,,postcode,N10000205,dea
N10000205,BT25 1SU,,postcode,N10000205,dea
N10000205,BT25 1SW,,postcode,N10000205,dea
N10000205,BT25 1SX,,postcode,N10000205,dea
N10000205,BT25 1SY,,postcode,N10000205,dea
N10000205,BT25 1SZ,,postcode,N10000205,dea
N10000205,BT25 1TA,,postcode,N10000205,dea
N10000205,BT25 1TB,,postcode,N10000205,dea
N10000205,BT25 1TD,,postcode,N10000205,dea
N10000205,BT25 1TF,,postcode,N10000205,dea
N10000205,BT25 1TG,,postcode,N10000205,dea
N10000205,BT25 1TH,,postcode,N10000205,dea
N10000205,BT25 1TJ,,postcode,N10000205,dea
N10000205,BT25 1TL,,postcode,N10000205,dea
N10000205,BT25 1TN,,postcode,N10000205,dea
N10000205,BT25 1TP,,postcode,N10000205,dea
N10000205,BT25 1TQ,,postcode,N10000205,dea
N10000205,BT25 1TR,,postcode,N10000205,dea
N10000205,BT25 1TS,,postcode,N10000205,dea
N10000205,BT25 1TT,,postcode,N10000205,dea
N10000205,BT25 1TU,,postcode,N10000205,dea
N10000205,BT25 1TW,,postcode,N10000205,dea
N10000205,BT25 1TX,,postcode,N10000205,dea
N10000205,BT25 1TZ,,postcode,N10000205,dea
N10000205,BT25 1UN,,postcode,N10000205,dea
N10000205,BT25 1UW,,postcode,N10000205,dea
N10000205,BT25 1WB,,postcode,N10000205,dea
N10000205,BT25 1WD,,postcode,N10000205,dea
N10000205,BT25 1WS,,postcode,N10000205,dea
N10000205,BT25 1WT,,postcode,N10000205,dea
N10000205,BT25 1WU,,postcode,N10000205,dea
N10000205,BT25 1WW,,postcode,N10000205,dea
N10000205,BT25 1WX,,postcode,N10000205,dea
N10000205,BT25 1WY,,postcode,N10000205,dea
N10000205,BT25 1WZ,,postcode,N10000205,dea
N10000205,BT25 1XY,,postcode,N10000205,dea
N10000205,BT25 1XZ,,postcode,N10000205,dea
N10000205,BT25 1YA,,postcode,N10000205,dea
N10000205,BT25 1YB,,postcode,N10000205,dea
N10000205,BT25 1YD,,postcode,N10000205,dea
N10000205,BT25 1YE,,postcode,N10000205,dea
N10000205,BT25 1YF,,postcode,N10000205,dea
N10000205,BT25 1YG,,postcode,N10000205,dea
N10000205,BT25 1YH,,postcode,N10000205,dea
N10000205,BT25 1YJ,,postcode,N10000205,dea
N10000205,BT25 1YL,,postcode,N10000205,dea
N10000205,BT25 1YN,,postcode,N10000205,dea
N10000205,BT25 1YP,,postcode,N10000205,dea
N10000205,BT25 1YQ,,postcode,N10000205,dea
N10000205,BT25 1YY,,postcode,N10000205,dea
N10000205,BT25 1YZ,,postcode,N10000205,dea
N10000205,BT25 2BA,,postcode,N10000205,dea
N10000205,BT25 2BU,,postcode,N10000205,dea
N10000205,BT25 2BX,,postcode,N10000205,dea
N10000205,BT25 2BY,,postcode,N10000205,dea
N10000205,BT25 2BZ,,postcode,N10000205,dea
N10000205,BT25 2DA,,postcode,N10000205,dea
N10000205,BT25 2DE,,postcode,N10000205,dea
N10000205,BT25 2DF,,postcode,N10000205,dea
N10000205,BT25 2DG,,postcode,N10000205,dea
N10000205,BT25 2DH,,postcode,N10000205,dea
N10000205,BT25 2DJ,,postcode,N10000205,dea
N10000205,BT25 2DL,,postcode,N10000205,dea
N10000205,BT25 2DN,,postcode,N10000205,dea
N10000205,BT25 2DX,,postcode,N10000205,dea
N10000205,BT25 2EB,,postcode,N10000205,dea
N10000205,BT25 2EH,,postcode,N10000205,dea
N10000205,BT25 2EJ,,postcode,N10000205,dea
N10000205,BT25 2EL,,postcode,N10000205,dea
N10000205,BT25 2EN,,postcode,N10000205,dea
N10000205,BT25 2EP,,postcode,N10000205,dea
N10000205,BT25 2ER,,postcode,N10000205,dea
N10000205,BT25 2ES,,postcode,N10000205,dea
N10000205,BT25 2ET,,postcode,N10000205,dea
N10000205,BT25 2EU,,postcode,N10000205,dea
N10000205,BT25 2EX,,postcode,N10000205,dea
N10000205,BT25 2EY,,postcode,N10000205,dea
N10000205,BT25 2FA,,postcode,N10000205,dea
N10000205,BT25 2HA,,postcode,N10000205,dea
N10000205,BT25 2HB,,postcode,N10000205,dea
N10000205,BT25 2HD,,postcode,N10000205,dea
N10000205,BT25 2HE,,postcode,N10000205,dea
N10000205,BT25 2HF,,postcode,N10000205,dea
N10000205,BT25 2HG,,postcode,N10000205,dea
N10000205,BT25 2HH,,postcode,N10000205,dea
N10000205,BT25 2HU,,postcode,N10000205,dea
N10000205,BT25 2HY,,postcode,N10000205,dea
N10000205,BT25 2LZ,,postcode,N10000205,dea
N10000205,BT25 2ND,,postcode,N10000205,dea
N10000205,BT25 2NF,,postcode,N10000205,dea
N10000205,BT25 2NG,,postcode,N10000205,dea
N10000205,BT25 2NL,,postcode,N10000205,dea
N10000205,BT25 2NP,,postcode,N10000205,dea
N10000205,BT25 2NQ,,postcode,N10000205,dea
N10000205,BT25 2NR,,postcode,N10000205,dea
N10000205,BT25 2NS,,postcode,N10000205,dea
N10000205,BT25 2NT,,postcode,N10000205,dea
N10000205,BT25 2NU,,postcode,N10000205,dea
N10000205,BT25 2NW,,postcode,N10000205,dea
N10000205,BT25 2NX,,postcode,N10000205,dea
N10000205,BT25 2NY,,postcode,N10000205,dea
N10000205,BT25 2NZ,,postcode,N10000205,dea
N10000205,BT25 2PA,,postcode,N10000205,dea
N10000205,BT25 2PB,,postcode,N10000205,dea
N10000205,BT25 2PD,,postcode,N10000205,dea
N10000205,BT25 2PE,,postcode,N10000205,dea
N10000205,BT25 2PF,,postcode,N10000205,dea
N10000205,BT25 2PG,,postcode,N10000205,dea
N10000205,BT25 2PH,,postcode,N10000205,dea
N10000205,BT25 2PJ,,postcode,N10000205,dea
N10000205,BT25 2PL,,postcode,N10000205,dea
N10000205,BT25 2PN,,postcode,N10000205,dea
N10000205,BT25 2PP,,postcode,N10000205,dea
N10000205,BT25 2PQ,,postcode,N10000205,dea
N10000205,BT25 2PR,,postcode,N10000205,dea
N10000205,BT25 2PS,,postcode,N10000205,dea
N10000205,BT25 2PT,,postcode,N10000205,dea
N10000205,BT25 2PU,,postcode,N10000205,dea
N10000205,BT25 2PW,,postcode,N10000205,dea
N10000205,BT25 2PX,,postcode,N10000205,dea
N10000205,BT25 2PY,,postcode,N10000205,dea
N10000205,BT25 2PZ,,postcode,N10000205,dea
N10000205,BT25 2QA,,postcode,N10000205,dea
N10000205,BT25 2QB,,postcode,N10000205,dea
N10000205,BT25 2QD,,postcode,N10000205,dea
N10000205,BT25 2QE,,postcode,N10000205,dea
N10000205,BT25 2QF,,postcode,N10000205,dea
N10000205,BT25 2QG,,postcode,N10000205,dea
N10000205,BT25 2QH,,postcode,N10000205,dea
N10000205,BT25 2QJ,,postcode,N10000205,dea
N10000205,BT25 2QL,,postcode,N10000205,dea
N10000205,BT25 2QN,,postcode,N10000205,dea
N10000205,BT25 2QP,,postcode,N10000205,dea
N10000205,BT25 2QQ,,postcode,N10000205,dea
N10000205,BT25 2QR,,postcode,N10000205,dea
N10000205,BT25 2QS,,postcode,N10000205,dea
N10000205,BT25 2QU,,postcode,N10000205,dea
N10000205,BT25 2WZ,,postcode,N10000205,dea
N10000205,BT25 2YA,,postcode,N10000205,dea
N10000205,BT25 2YB,,postcode,N10000205,dea
N10000205,BT25 2YD,,postcode,N10000205,dea
N10000205,BT25 2YE,,postcode,N10000205,dea
N10000205,BT25 2YF,,postcode,N10000205,dea
N10000205,BT25 2YG,,postcode,N10000205,dea
N10000205,BT25 2YH,,postcode,N10000205,dea
N10000205,BT25 2YZ,,postcode,N10000205,dea
N10000205,BT31 9FD,,postcode,N10000205,dea
N10000205,BT31 9QA,,postcode,N10000205,dea
N10000205,BT31 9QF,,postcode,N10000205,dea
N10000205,BT31 9QG,,postcode,N10000205,dea
N10000205,BT31 9QH,,postcode,N10000205,dea
N10000205,BT31 9QJ,,postcode,N10000205,dea
N10000205,BT31 9QL,,postcode,N10000205,dea
N10000205,BT31 9QN,,postcode,N10000205,dea
N10000205,BT31 9QP,,postcode,N10000205,dea
N10000205,BT31 9QQ,,postcode,N10000205,dea
N10000205,BT31 9QR,,postcode,N10000205,dea
N10000205,BT31 9QS,,postcode,N10000205,dea
N10000205,BT31 9QT,,postcode,N10000205,dea
N10000205,BT31 9QU,,postcode,N10000205,dea
N10000205,BT31 9QW,,postcode,N10000205,dea
N10000205,BT32 3AA,,postcode,N10000205,dea
N10000205,BT32 3PN,,postcode,N10000205,dea
N10000205,BT32 3PU,,postcode,N10000205,dea
N10000205,BT32 3PX,,postcode,N10000205,dea
N10000205,BT32 3PY,,postcode,N10000205,dea
N10000205,BT32 3RY,,postcode,N10000205,dea
N10000205,BT32 3RZ,,postcode,N10000205,dea
N10000205,BT32 3SA,,postcode,N10000205,dea
N10000205,BT32 3SB,,postcode,N10000205,dea
N10000205,BT32 3SJ,,postcode,N10000205,dea
N10000205,BT32 3SN,,postcode,N10000205,dea
N10000205,BT32 3SP,,postcode,N10000205,dea
N10000205,BT32 3SR,,postcode,N10000205,dea
N10000205,BT32 3ST,,postcode,N10000205,dea
N10000205,BT32 3SY,,postcode,N10000205,dea
N10000205,BT32 3SZ,,postcode,N10000205,dea
N10000205,BT32 3TB,,postcode,N10000205,dea
N10000205,BT32 3TE,,postcode,N10000205,dea
N10000205,BT32 3TF,,postcode,N10000205,dea
N10000205,BT32 3TG,,postcode,N10000205,dea
N10000205,BT32 3TH,,postcode,N10000205,dea
N10000205,BT32 3TJ,,postcode,N10000205,dea
N10000205,BT32 3TL,,postcode,N10000205,dea
N10000205,BT32 3TN,,postcode,N10000205,dea
N10000205,BT32 3TP,,postcode,N10000205,dea
N10000205,BT32 3TS,,postcode,N10000205,dea
N10000205,BT32 4DY,,postcode,N10000205,dea
N10000205,BT32 4DZ,,postcode,N10000205,dea
N10000205,BT32 4EQ,,postcode,N10000205,dea
N10000205,BT32 4ES,,postcode,N10000205,dea
N10000205,BT32 4ET,,postcode,N10000205,dea
N10000205,BT32 4EU,,postcode,N10000205,dea
N10000205,BT32 4EX,,postcode,N10000205,dea
N10000205,BT32 4EY,,postcode,N10000205,dea
N10000205,BT32 4EZ,,postcode,N10000205,dea
N10000205,BT32 4HA,,postcode,N10000205,dea
N10000205,BT32 4HB,,postcode,N10000205,dea
N10000205,BT32 4HD,,postcode,N10000205,dea
N10000205,BT32 4HE,,postcode,N10000205,dea
N10000205,BT32 4HF,,postcode,N10000205,dea
N10000205,BT32 4HG,,postcode,N10000205,dea
N10000205,BT32 4HH,,postcode,N10000205,dea
N10000205,BT32 4HJ,,postcode,N10000205,dea
N10000205,BT32 4HL,,postcode,N10000205,dea
N10000205,BT32 4HN,,postcode,N10000205,dea
N10000205,BT32 4HP,,postcode,N10000205,dea
N10000205,BT32 4HQ,,postcode,N10000205,dea
N10000205,BT32 4HR,,postcode,N10000205,dea
N10000205,BT32 4HS,,postcode,N10000205,dea
N10000205,BT32 4HT,,postcode,N10000205,dea
N10000205,BT32 4HW,,postcode,N10000205,dea
N10000205,BT32 4PL,,postcode,N10000205,dea
N10000205,BT32 4PN,,postcode,N10000205,dea
N10000205,BT32 4PP,,postcode,N10000205,dea
N10000205,BT32 4PR,,postcode,N10000205,dea
N10000205,BT32 4PS,,postcode,N10000205,dea
N10000205,BT32 4PW,,postcode,N10000205,dea
N10000205,BT32 5HB,,postcode,N10000205,dea
N10000205,BT32 5LF,,postcode,N10000205,dea
N10000205,BT32 5LH,,postcode,N10000205,dea
N10000205,BT32 5LY,,postcode,N10000205,dea
N10000205,BT32 5LZ,,postcode,N10000205,dea
N10000205,BT32 5NB,,postcode,N10000205,dea
N10000205,BT32 5ND,,postcode,N10000205,dea
N10000205,BT32 5NE,,postcode,N10000205,dea
N10000205,BT32 5NF,,postcode,N10000205,dea
N10000205,BT32 5NG,,postcode,N10000205,dea
N10000205,BT32 5NH,,postcode,N10000205,dea
N10000205,BT32 5NJ,,postcode,N10000205,dea
N10000205,BT32 5NL,,postcode,N10000205,dea
N10000205,BT32 5NQ,,postcode,N10000205,dea
N10000205,BT32 5PA,,postcode,N10000205,dea
N10000205,BT32 5PB,,postcode,N10000205,dea
N10000205,BT32 5PD,,postcode,N10000205,dea
N10000205,BT32 5PE,,postcode,N10000205,dea
N10000205,BT32 5PF,,postcode,N10000205,dea
N10000205,BT32 5PG,,postcode,N10000205,dea
N10000205,BT32 5PH,,postcode,N10000205,dea
N10000205,BT32 5PJ,,postcode,N10000205,dea
N10000205,BT32 5PL,,postcode,N10000205,dea
N10000205,BT32 5PN,,postcode,N10000205,dea
N10000205,BT32 5PP,,postcode,N10000205,dea
N10000205,BT32 5PQ,,postcode,N10000205,dea
N10000205,BT32 5PR,,postcode,N10000205,dea
N10000205,BT32 5PS,,postcode,N10000205,dea
N10000205,BT32 5PW,,postcode,N10000205,dea
N10000205,BT32 5PY,,postcode,N10000205,dea
N10000205,BT32 5PZ,,postcode,N10000205,dea
N10000205,BT32 5QA,,postcode,N10000205,dea
N10000205,BT32 5QB,,postcode,N10000205,dea
N10000205,BT32 5QD,,postcode,N10000205,dea
N10000205,BT32 5QN,,postcode,N10000205,dea
N10000205,BT32 5QS,,postcode,N10000205,dea
N10000205,BT63 6AB,,postcode,N10000205,dea
N10000205,BT63 6AF,,postcode,N10000205,dea
N10000205,BT63 6AG,,postcode,N10000205,dea
N10000205,BT63 6AP,,postcode,N10000205,dea
N10000205,BT63 6AQ,,postcode,N10000205,dea
N10000205,BT63 6AW,,postcode,N10000205,dea
N10000205,BT63 6DY,,postcode,N10000205,dea
N10000205,BT63 6DZ,,postcode,N10000205,dea
N10000205,BT66 7AH,,postcode,N10000205,dea
N10000205,BT66 7AL,,postcode,N10000205,dea
N10000205,BT66 7AN,,postcode,N10000205,dea
N10000205,BT66 7AP,,postcode,N10000205,dea
N10000205,BT66 7AR,,postcode,N10000205,dea
N10000205,BT66 7AU,,postcode,N10000205,dea
N10000205,BT66 7AW,,postcode,N10000205,dea
N10000205,BT66 7AY,,postcode,N10000205,dea
N10000205,BT66 7FZ,,postcode,N10000205,dea
N10000205,BT66 7GA,,postcode,N10000205,dea
N10000205,BT66 7GB,,postcode,N10000205,dea
N10000205,BT66 7GD,,postcode,N10000205,dea
N10000205,BT66 7GE,,postcode,N10000205,dea
N10000205,BT66 7GF,,postcode,N10000205,dea
N10000205,BT66 7GH,,postcode,N10000205,dea
N10000205,BT66 7GJ,,postcode,N10000205,dea
N10000205,BT66 7GN,,postcode,N10000205,dea
N10000205,BT66 7GS,,postcode,N10000205,dea
N10000205,BT66 7GU,,postcode,N10000205,dea
N10000205,BT66 7GW,,postcode,N10000205,dea
N10000205,BT66 7GX,,postcode,N10000205,dea
N10000205,BT66 7GY,,postcode,N10000205,dea
N10000205,BT66 7GZ,,postcode,N10000205,dea
N10000205,BT66 7HD,,postcode,N10000205,dea
N10000205,BT66 7HF,,postcode,N10000205,dea
N10000205,BT66 7HH,,postcode,N10000205,dea
N10000205,BT66 7HJ,,postcode,N10000205,dea
N10000205,BT66 7HL,,postcode,N10000205,dea
N10000205,BT66 7HQ,,postcode,N10000205,dea
N10000205,BT66 7HW,,postcode,N10000205,dea
N10000205,BT66 7JA,,postcode,N10000205,dea
N10000205,BT66 7JQ,,postcode,N10000205,dea
N10000205,BT66 7LE,,postcode,N10000205,dea
N10000205,BT66 7LF,,postcode,N10000205,dea
N10000205,BT66 7LG,,postcode,N10000205,dea
N10000205,BT66 7LH,,postcode,N10000205,dea
N10000205,BT66 7LJ,,postcode,N10000205,dea
N10000205,BT66 7LL,,postcode,N10000205,dea
N10000205,BT66 7LN,,postcode,N10000205,dea
N10000205,BT66 7LP,,postcode,N10000205,dea
N10000205,BT66 7LQ,,postcode,N10000205,dea
N10000205,BT66 7LR,,postcode,N10000205,dea
N10000205,BT66 7LS,,postcode,N10000205,dea
N10000205,BT66 7LT,,postcode,N10000205,dea
N10000205,BT66 7LU,,postcode,N10000205,dea
N10000205,BT66 7LW,,postcode,N10000205,dea
N10000205,BT66 7LX,,postcode,N10000205,dea
N10000205,BT66 7LY,,postcode,N10000205,dea
N10000205,BT66 7LZ,,postcode,N10000205,dea
N10000205,BT66 7NA,,postcode,N10000205,dea
N10000205,BT66 7NB,,postcode,N10000205,dea
N10000205,BT66 7ND,,postcode,N10000205,dea
N10000205,BT66 7NE,,postcode,N10000205,dea
N10000205,BT66 7NF,,postcode,N10000205,dea
N10000205,BT66 7NG,,postcode,N10000205,dea
N10000205,BT66 7NH,,postcode,N10000205,dea
N10000205,BT66 7NJ,,postcode,N10000205,dea
N10000205,BT66 7NL,,postcode,N10000205,dea
N10000205,BT66 7NN,,postcode,N10000205,dea
N10000205,BT66 7NP,,postcode,N10000205,dea
N10000205,BT66 7NQ,,postcode,N10000205,dea
N10000205,BT66 7NR,,postcode,N10000205,dea
N10000205,BT66 7NS,,postcode,N10000205,dea
N10000205,BT66 7NT,,postcode,N10000205,dea
N10000205,BT66 7NU,,postcode,N10000205,dea
N10000205,BT66 7NW,,postcode,N10000205,dea
N10000205,BT66 7NX,,postcode,N10000205,dea
N10000205,BT66 7PA,,postcode,N10000205,dea
N10000205,BT66 7PB,,postcode,N10000205,dea
N10000205,BT66 7PD,,postcode,N10000205,dea
