code,name,namew,type,parent,parent_type
N10000505,BT47 3ST,,postcode,N10000505,dea
N10000505,BT47 3SU,,postcode,N10000505,dea
N10000505,BT47 3SY,,postcode,N10000505,dea
N10000505,BT47 3SZ,,postcode,N10000505,dea
N10000505,BT47 3TA,,postcode,N10000505,dea
N10000505,BT47 3TJ,,postcode,N10000505,dea
N10000505,BT47 3TL,,postcode,N10000505,dea
N10000505,BT47 3TN,,postcode,N10000505,dea
N10000505,BT47 3UT,,postcode,N10000505,dea
N10000505,BT47 4AH,,postcode,N10000505,dea
N10000505,BT47 4AJ,,postcode,N10000505,dea
N10000505,BT47 4AL,,postcode,N10000505,dea
N10000505,BT47 4AN,,postcode,N10000505,dea
N10000505,BT47 4AP,,postcode,N10000505,dea
N10000505,BT47 4AQ,,postcode,N10000505,dea
N10000505,BT47 4AR,,postcode,N10000505,dea
N10000505,BT47 4AS,,postcode,N10000505,dea
N10000505,BT47 4AT,,postcode,N10000505,dea
N10000505,BT47 4AU,,postcode,N10000505,dea
N10000505,BT47 4AW,,postcode,N10000505,dea
N10000505,BT47 4AX,,postcode,N10000505,dea
N10000505,BT47 4AY,,postcode,N10000505,dea
N10000505,BT47 4AZ,,postcode,N10000505,dea
N10000505,BT47 4BA,,postcode,N10000505,dea
N10000505,BT47 4BB,,postcode,N10000505,dea
N10000505,BT47 4BD,,postcode,N10000505,dea
N10000505,BT47 4BE,,postcode,N10000505,dea
N10000505,BT47 4BG,,postcode,N10000505,dea
N10000505,BT47 4BJ,,postcode,N10000505,dea
N10000505,BT47 4BL,,postcode,N10000505,dea
N10000505,BT47 4BQ,,postcode,N10000505,dea
N10000505,BT47 4BS,,postcode,N10000505,dea
N10000505,BT47 4BT,,postcode,N10000505,dea
N10000505,BT47 4BU,,postcode,N10000505,dea
N10000505,BT47 4BW,,postcode,N10000505,dea
N10000505,BT47 4BX,,postcode,N10000505,dea
N10000505,BT47 4BY,,postcode,N10000505,dea
N10000505,BT47 4BZ,,postcode,N10000505,dea
N10000505,BT47 4DA,,postcode,N10000505,dea
N10000505,BT47 4DB,,postcode,N10000505,dea
N10000505,BT47 4DD,,postcode,N10000505,dea
N10000505,BT47 4DE,,postcode,N10000505,dea
N10000505,BT47 4DF,,postcode,N10000505,dea
N10000505,BT47 4DH,,postcode,N10000505,dea
N10000505,BT47 4DJ,,postcode,N10000505,dea
N10000505,BT47 4DL,,postcode,N10000505,dea
N10000505,BT47 4DN,,postcode,N10000505,dea
N10000505,BT47 4DP,,postcode,N10000505,dea
N10000505,BT47 4DQ,,postcode,N10000505,dea
N10000505,BT47 4DR,,postcode,N10000505,dea
N10000505,BT47 4DS,,postcode,N10000505,dea
N10000505,BT47 4DW,,postcode,N10000505,dea
N10000505,BT47 4DY,,postcode,N10000505,dea
N10000505,BT47 4EP,,postcode,N10000505,dea
N10000505,BT47 4ER,,postcode,N10000505,dea
N10000505,BT47 4ET,,postcode,N10000505,dea
N10000505,BT47 4EU,,postcode,N10000505,dea
N10000505,BT47 4EX,,postcode,N10000505,dea
N10000505,BT47 4EY,,postcode,N10000505,dea
N10000505,BT47 4EZ,,postcode,N10000505,dea
N10000505,BT47 4FB,,postcode,N10000505,dea
N10000505,BT47 4FF,,postcode,N10000505,dea
N10000505,BT47 4GH,,postcode,N10000505,dea
N10000505,BT47 4HA,,postcode,N10000505,dea
N10000505,BT47 4HB,,postcode,N10000505,dea
N10000505,BT47 4HD,,postcode,N10000505,dea
N10000505,BT47 4HE,,postcode,N10000505,dea
N10000505,BT47 4HG,,postcode,N10000505,dea
N10000505,BT47 4HH,,postcode,N10000505,dea
N10000505,BT47 4HQ,,postcode,N10000505,dea
N10000505,BT47 4HZ,,postcode,N10000505,dea
N10000505,BT47 4JA,,postcode,N10000505,dea
N10000505,BT47 4JB,,postcode,N10000505,dea
N10000505,BT47 4JD,,postcode,N10000505,dea
N10000505,BT47 4JE,,postcode,N10000505,dea
N10000505,BT47 4JF,,postcode,N10000505,dea
N10000505,BT47 4JG,,postcode,N10000505,dea
N10000505,BT47 4JH,,postcode,N10000505,dea
N10000505,BT47 4JJ,,postcode,N10000505,dea
N10000505,BT47 4JL,,postcode,N10000505,dea
N10000505,BT47 4JN,,postcode,N10000505,dea
N10000505,BT47 4JP,,postcode,N10000505,dea
N10000505,BT47 4JQ,,postcode,N10000505,dea
N10000505,BT47 4JR,,postcode,N10000505,dea
N10000505,BT47 4JS,,postcode,N10000505,dea
N10000505,BT47 4JW,,postcode,N10000505,dea
N10000505,BT47 4TG,,postcode,N10000505,dea
N10000505,BT47 4TH,,postcode,N10000505,dea
N10000505,BT47 4TJ,,postcode,N10000505,dea
N10000505,BT47 4TL,,postcode,N10000505,dea
N10000505,BT47 4TN,,postcode,N10000505,dea
N10000505,BT47 4TQ,,postcode,N10000505,dea
N10000505,BT47 4UF,,postcode,N10000505,dea
N10000505,BT47 4UP,,postcode,N10000505,dea
N10000505,BT47 4UQ,,postcode,N10000505,dea
N10000505,BT47 4WA,,postcode,N10000505,dea
N10000505,BT47 4WY,,postcode,N10000505,dea
N10000505,BT47 4WZ,,postcode,N10000505,dea
N10000505,BT47 4XA,,postcode,N10000505,dea
N10000505,BT47 4YA,,postcode,N10000505,dea
N10000505,BT78 4BZ,,postcode,N10000505,dea
N10000505,BT78 4DA,,postcode,N10000505,dea
N10000505,BT78 4DB,,postcode,N10000505,dea
N10000505,BT78 4DE,,postcode,N10000505,dea
N10000505,BT78 4DF,,postcode,N10000505,dea
N10000505,BT78 4DG,,postcode,N10000505,dea
N10000505,BT78 4DH,,postcode,N10000505,dea
N10000505,BT78 4DJ,,postcode,N10000505,dea
N10000505,BT78 4DL,,postcode,N10000505,dea
N10000505,BT78 4DN,,postcode,N10000505,dea
N10000505,BT78 4DP,,postcode,N10000505,dea
N10000505,BT78 4DQ,,postcode,N10000505,dea
N10000505,BT78 4DR,,postcode,N10000505,dea
N10000505,BT78 4DW,,postcode,N10000505,dea
N10000505,BT78 4ED,,postcode,N10000505,dea
N10000505,BT78 4EE,,postcode,N10000505,dea
N10000505,BT78 4EF,,postcode,N10000505,dea
N10000505,BT78 4EG,,postcode,N10000505,dea
N10000505,BT78 4EW,,postcode,N10000505,dea
N10000505,BT78 4JU,,postcode,N10000505,dea
N10000505,BT78 4JX,,postcode,N10000505,dea
N10000505,BT78 4NE,,postcode,N10000505,dea
N10000505,BT78 4NF,,postcode,N10000505,dea
N10000505,BT78 4NG,,postcode,N10000505,dea
N10000505,BT78 4NH,,postcode,N10000505,dea
N10000505,BT78 4NJ,,postcode,N10000505,dea
N10000505,BT78 4NL,,postcode,N10000505,dea
N10000505,BT78 4NN,,postcode,N10000505,dea
N10000505,BT78 4NP,,postcode,N10000505,dea
N10000505,BT78 4NQ,,postcode,N10000505,dea
N10000505,BT78 4NR,,postcode,N10000505,dea
N10000505,BT78 4NT,,postcode,N10000505,dea
N10000505,BT78 4NW,,postcode,N10000505,dea
N10000505,BT79 8AA,,postcode,N10000505,dea
N10000505,BT79 8AB,,postcode,N10000505,dea
N10000505,BT79 8AD,,postcode,N10000505,dea
N10000505,BT79 8AE,,postcode,N10000505,dea
N10000505,BT79 8AF,,postcode,N10000505,dea
N10000505,BT79 8AG,,postcode,N10000505,dea
N10000505,BT79 8AH,,postcode,N10000505,dea
N10000505,BT79 8AJ,,postcode,N10000505,dea
N10000505,BT79 8AL,,postcode,N10000505,dea
N10000505,BT79 8AN,,postcode,N10000505,dea
N10000505,BT79 8AP,,postcode,N10000505,dea
N10000505,BT79 8AQ,,postcode,N10000505,dea
N10000505,BT79 8AR,,postcode,N10000505,dea
N10000505,BT79 8AS,,postcode,N10000505,dea
N10000505,BT79 8AT,,postcode,N10000505,dea
N10000505,BT79 8AU,,postcode,N10000505,dea
N10000505,BT79 8AW,,postcode,N10000505,dea
N10000505,BT79 8AX,,postcode,N10000505,dea
N10000505,BT79 8BB,,postcode,N10000505,dea
N10000505,BT79 8BG,,postcode,N10000505,dea
N10000505,BT79 8BH,,postcode,N10000505,dea
N10000505,BT79 8BJ,,postcode,N10000505,dea
N10000505,BT79 8BN,,postcode,N10000505,dea
N10000505,BT79 8BP,,postcode,N10000505,dea
N10000505,BT79 8BQ,,postcode,N10000505,dea
N10000505,BT79 8BS,,postcode,N10000505,dea
N10000505,BT79 8BT,,postcode,N10000505,dea
N10000505,BT79 8BU,,postcode,N10000505,dea
N10000505,BT79 8BW,,postcode,N10000505,dea
N10000505,BT79 8DA,,postcode,N10000505,dea
N10000505,BT79 8DG,,postcode,N10000505,dea
N10000505,BT79 8DH,,postcode,N10000505,dea
N10000505,BT79 8DJ,,postcode,N10000505,dea
N10000505,BT79 8DL,,postcode,N10000505,dea
N10000505,BT79 8DN,,postcode,N10000505,dea
N10000505,BT79 8DP,,postcode,N10000505,dea
N10000505,BT79 8DQ,,postcode,N10000505,dea
N10000505,BT79 8DR,,postcode,N10000505,dea
N10000505,BT79 8DS,,postcode,N10000505,dea
N10000505,BT79 8DT,,postcode,N10000505,dea
N10000505,BT79 8DU,,postcode,N10000505,dea
N10000505,BT79 8DW,,postcode,N10000505,dea
N10000505,BT79 8DX,,postcode,N10000505,dea
N10000505,BT79 8DY,,postcode,N10000505,dea
N10000505,BT79 8DZ,,postcode,N10000505,dea
N10000505,BT79 8EF,,postcode,N10000505,dea
N10000505,BT79 8EG,,postcode,N10000505,dea
N10000505,BT79 8EH,,postcode,N10000505,dea
N10000505,BT79 8EJ,,postcode,N10000505,dea
N10000505,BT79 8EL,,postcode,N10000505,dea
N10000505,BT79 8EN,,postcode,N10000505,dea
N10000505,BT79 8EP,,postcode,N10000505,dea
N10000505,BT79 8EQ,,postcode,N10000505,dea
N10000505,BT79 8ER,,postcode,N10000505,dea
N10000505,BT79 8ES,,postcode,N10000505,dea
N10000505,BT79 8EW,,postcode,N10000505,dea
N10000505,BT79 8JX,,postcode,N10000505,dea
N10000505,BT79 8JY,,postcode,N10000505,dea
N10000505,BT79 8JZ,,postcode,N10000505,dea
N10000505,BT79 8LA,,postcode,N10000505,dea
N10000505,BT79 8LB,,postcode,N10000505,dea
N10000505,BT79 8LD,,postcode,N10000505,dea
N10000505,BT79 8LE,,postcode,N10000505,dea
N10000505,BT79 8LF,,postcode,N10000505,dea
N10000505,BT79 8LG,,postcode,N10000505,dea
N10000505,BT79 8LH,,postcode,N10000505,dea
N10000505,BT79 8LJ,,postcode,N10000505,dea
N10000505,BT79 8LL,,postcode,N10000505,dea
N10000505,BT79 8LN,,postcode,N10000505,dea
N10000505,BT79 8LP,,postcode,N10000505,dea
N10000505,BT79 8LQ,,postcode,N10000505,dea
N10000505,BT79 8LR,,postcode,N10000505,dea
N10000505,BT79 8LS,,postcode,N10000505,dea
N10000505,BT79 8LT,,postcode,N10000505,dea
N10000505,BT79 8LU,,postcode,N10000505,dea
N10000505,BT79 8LW,,postcode,N10000505,dea
N10000505,BT79 8LX,,postcode,N10000505,dea
N10000505,BT79 8LY,,postcode,N10000505,dea
N10000505,BT79 8LZ,,postcode,N10000505,dea
N10000505,BT79 8NA,,postcode,N10000505,dea
N10000505,BT79 8QD,,postcode,N10000505,dea
N10000505,BT79 8QH,,postcode,N10000505,dea
N10000505,BT82 0AA,,postcode,N10000505,dea
N10000505,BT82 0AB,,postcode,N10000505,dea
N10000505,BT82 0AD,,postcode,N10000505,dea
N10000505,BT82 0AE,,postcode,N10000505,dea
N10000505,BT82 0AF,,postcode,N10000505,dea
N10000505,BT82 0AG,,postcode,N10000505,dea
N10000505,BT82 0AH,,postcode,N10000505,dea
N10000505,BT82 0AJ,,postcode,N10000505,dea
N10000505,BT82 0AL,,postcode,N10000505,dea
N10000505,BT82 0AN,,postcode,N10000505,dea
N10000505,BT82 0AQ,,postcode,N10000505,dea
N10000505,BT82 0AR,,postcode,N10000505,dea
N10000505,BT82 0AS,,postcode,N10000505,dea
N10000505,BT82 0AT,,postcode,N10000505,dea
N10000505,BT82 0AU,,postcode,N10000505,dea
N10000505,BT82 0AW,,postcode,N10000505,dea
N10000505,BT82 0AX,,postcode,N10000505,dea
N10000505,BT82 0AY,,postcode,N10000505,dea
N10000505,BT82 0AZ,,postcode,N10000505,dea
N10000505,BT82 0BA,,postcode,N10000505,dea
N10000505,BT82 0BB,,postcode,N10000505,dea
N10000505,BT82 0BD,,postcode,N10000505,dea
N10000505,BT82 0BE,,postcode,N10000505,dea
N10000505,BT82 0BF,,postcode,N10000505,dea
N10000505,BT82 0BH,,postcode,N10000505,dea
N10000505,BT82 0BJ,,postcode,N10000505,dea
N10000505,BT82 0BL,,postcode,N10000505,dea
N10000505,BT82 0BN,,postcode,N10000505,dea
N10000505,BT82 0BP,,postcode,N10000505,dea
N10000505,BT82 0BS,,postcode,N10000505,dea
N10000505,BT82 0BT,,postcode,N10000505,dea
N10000505,BT82 0BW,,postcode,N10000505,dea
N10000505,BT82 0BX,,postcode,N10000505,dea
N10000505,BT82 0BY,,postcode,N10000505,dea
N10000505,BT82 0BZ,,postcode,N10000505,dea
N10000505,BT82 0DB,,postcode,N10000505,dea
N10000505,BT82 0DE,,postcode,N10000505,dea
N10000505,BT82 0DQ,,postcode,N10000505,dea
N10000505,BT82 0EE,,postcode,N10000505,dea
N10000505,BT82 0EF,,postcode,N10000505,dea
N10000505,BT82 0EG,,postcode,N10000505,dea
N10000505,BT82 0EH,,postcode,N10000505,dea
N10000505,BT82 0EJ,,postcode,N10000505,dea
N10000505,BT82 0EL,,postcode,N10000505,dea
N10000505,BT82 0EN,,postcode,N10000505,dea
N10000505,BT82 0EP,,postcode,N10000505,dea
N10000505,BT82 0ER,,postcode,N10000505,dea
N10000505,BT82 0ES,,postcode,N10000505,dea
N10000505,BT82 0ET,,postcode,N10000505,dea
N10000505,BT82 0EU,,postcode,N10000505,dea
N10000505,BT82 0EW,,postcode,N10000505,dea
N10000505,BT82 0EX,,postcode,N10000505,dea
N10000505,BT82 0EY,,postcode,N10000505,dea
N10000505,BT82 0EZ,,postcode,N10000505,dea
N10000505,BT82 0FA,,postcode,N10000505,dea
N10000505,BT82 0FB,,postcode,N10000505,dea
N10000505,BT82 0FD,,postcode,N10000505,dea
N10000505,BT82 0FE,,postcode,N10000505,dea
N10000505,BT82 0FF,,postcode,N10000505,dea
N10000505,BT82 0GA,,postcode,N10000505,dea
N10000505,BT82 0GB,,postcode,N10000505,dea
N10000505,BT82 0GY,,postcode,N10000505,dea
N10000505,BT82 0GZ,,postcode,N10000505,dea
N10000505,BT82 0HA,,postcode,N10000505,dea
N10000505,BT82 0HB,,postcode,N10000505,dea
N10000505,BT82 0HD,,postcode,N10000505,dea
N10000505,BT82 0HE,,postcode,N10000505,dea
N10000505,BT82 0HF,,postcode,N10000505,dea
N10000505,BT82 0HG,,postcode,N10000505,dea
N10000505,BT82 0HH,,postcode,N10000505,dea
N10000505,BT82 0HJ,,postcode,N10000505,dea
N10000505,BT82 0HL,,postcode,N10000505,dea
N10000505,BT82 0HN,,postcode,N10000505,dea
N10000505,BT82 0HP,,postcode,N10000505,dea
N10000505,BT82 0HQ,,postcode,N10000505,dea
N10000505,BT82 0HR,,postcode,N10000505,dea
N10000505,BT82 0HS,,postcode,N10000505,dea
N10000505,BT82 0HT,,postcode,N10000505,dea
N10000505,BT82 0HU,,postcode,N10000505,dea
N10000505,BT82 0HW,,postcode,N10000505,dea
N10000505,BT82 0HX,,postcode,N10000505,dea
N10000505,BT82 0HY,,postcode,N10000505,dea
N10000505,BT82 0HZ,,postcode,N10000505,dea
N10000505,BT82 0JA,,postcode,N10000505,dea
N10000505,BT82 0JB,,postcode,N10000505,dea
N10000505,BT82 0JD,,postcode,N10000505,dea
N10000505,BT82 0JE,,postcode,N10000505,dea
N10000505,BT82 0JF,,postcode,N10000505,dea
N10000505,BT82 0JG,,postcode,N10000505,dea
N10000505,BT82 0JH,,postcode,N10000505,dea
N10000505,BT82 0JJ,,postcode,N10000505,dea
N10000505,BT82 0JL,,postcode,N10000505,dea
N10000505,BT82 0JN,,postcode,N10000505,dea
N10000505,BT82 0JP,,postcode,N10000505,dea
N10000505,BT82 0JR,,postcode,N10000505,dea
N10000505,BT82 0JS,,postcode,N10000505,dea
N10000505,BT82 0JT,,postcode,N10000505,dea
N10000505,BT82 0JU,,postcode,N10000505,dea
N10000505,BT82 0JW,,postcode,N10000505,dea
N10000505,BT82 0JX,,postcode,N10000505,dea
N10000505,BT82 0JY,,postcode,N10000505,dea
N10000505,BT82 0JZ,,postcode,N10000505,dea
N10000505,BT82 0LA,,postcode,N10000505,dea
N10000505,BT82 0LB,,postcode,N10000505,dea
N10000505,BT82 0LD,,postcode,N10000505,dea
N10000505,BT82 0LE,,postcode,N10000505,dea
N10000505,BT82 0LF,,postcode,N10000505,dea
N10000505,BT82 0LG,,postcode,N10000505,dea
N10000505,BT82 0LH,,postcode,N10000505,dea
N10000505,BT82 0LJ,,postcode,N10000505,dea
N10000505,BT82 0LL,,postcode,N10000505,dea
N10000505,BT82 0LN,,postcode,N10000505,dea
N10000505,BT82 0LP,,postcode,N10000505,dea
N10000505,BT82 0LQ,,postcode,N10000505,dea
N10000505,BT82 0LR,,postcode,N10000505,dea
N10000505,BT82 0LS,,postcode,N10000505,dea
N10000505,BT82 0LT,,postcode,N10000505,dea
N10000505,BT82 0LU,,postcode,N10000505,dea
N10000505,BT82 0LW,,postcode,N10000505,dea
N10000505,BT82 0LX,,postcode,N10000505,dea
N10000505,BT82 0LY,,postcode,N10000505,dea
N10000505,BT82 0LZ,,postcode,N10000505,dea
N10000505,BT82 0NA,,postcode,N10000505,dea
N10000505,BT82 0NB,,postcode,N10000505,dea
N10000505,BT82 0ND,,postcode,N10000505,dea
N10000505,BT82 0NE,,postcode,N10000505,dea
N10000505,BT82 0NF,,postcode,N10000505,dea
N10000505,BT82 0NG,,postcode,N10000505,dea
N10000505,BT82 0NH,,postcode,N10000505,dea
N10000505,BT82 0NJ,,postcode,N10000505,dea
N10000505,BT82 0NL,,postcode,N10000505,dea
N10000505,BT82 0NN,,postcode,N10000505,dea
N10000505,BT82 0NP,,postcode,N10000505,dea
N10000505,BT82 0NQ,,postcode,N10000505,dea
N10000505,BT82 0NR,,postcode,N10000505,dea
N10000505,BT82 0NS,,postcode,N10000505,dea
N10000505,BT82 0NT,,postcode,N10000505,dea
N10000505,BT82 0NU,,postcode,N10000505,dea
N10000505,BT82 0NW,,postcode,N10000505,dea
N10000505,BT82 0NX,,postcode,N10000505,dea
N10000505,BT82 0PA,,postcode,N10000505,dea
N10000505,BT82 0PB,,postcode,N10000505,dea
N10000505,BT82 0PD,,postcode,N10000505,dea
N10000505,BT82 0PE,,postcode,N10000505,dea
N10000505,BT82 0PF,,postcode,N10000505,dea
N10000505,BT82 0PG,,postcode,N10000505,dea
N10000505,BT82 0PH,,postcode,N10000505,dea
N10000505,BT82 0PJ,,postcode,N10000505,dea
N10000505,BT82 0PL,,postcode,N10000505,dea
N10000505,BT82 0PN,,postcode,N10000505,dea
N10000505,BT82 0PP,,postcode,N10000505,dea
N10000505,BT82 0PQ,,postcode,N10000505,dea
N10000505,BT82 0PR,,postcode,N10000505,dea
N10000505,BT82 0PS,,postcode,N10000505,dea
N10000505,BT82 0PT,,postcode,N10000505,dea
N10000505,BT82 0PU,,postcode,N10000505,dea
N10000505,BT82 0PW,,postcode,N10000505,dea
N10000505,BT82 0PX,,postcode,N10000505,dea
N10000505,BT82 0PY,,postcode,N10000505,dea
N10000505,BT82 0PZ,,postcode,N10000505,dea
N10000505,BT82 0QA,,postcode,N10000505,dea
N10000505,BT82 0QB,,postcode,N10000505,dea
N10000505,BT82 0QD,,postcode,N10000505,dea
N10000505,BT82 0QE,,postcode,N10000505,dea
N10000505,BT82 0QF,,postcode,N10000505,dea
N10000505,BT82 0QG,,postcode,N10000505,dea
N10000505,BT82 0QH,,postcode,N10000505,dea
N10000505,BT82 0QJ,,postcode,N10000505,dea
N10000505,BT82 0QL,,postcode,N10000505,dea
N10000505,BT82 0QN,,postcode,N10000505,dea
N10000505,BT82 0QQ,,postcode,N10000505,dea
N10000505,BT82 0QW,,postcode,N10000505,dea
N10000505,BT82 0RA,,postcode,N10000505,dea
N10000505,BT82 0RB,,postcode,N10000505,dea
N10000505,BT82 0RD,,postcode,N10000505,dea
N10000505,BT82 0RE,,postcode,N10000505,dea
N10000505,BT82 0RF,,postcode,N10000505,dea
N10000505,BT82 0RG,,postcode,N10000505,dea
N10000505,BT82 0RH,,postcode,N10000505,dea
N10000505,BT82 0RJ,,postcode,N10000505,dea
N10000505,BT82 0RL,,postcode,N10000505,dea
N10000505,BT82 0RN,,postcode,N10000505,dea
N10000505,BT82 0RP,,postcode,N10000505,dea
N10000505,BT82 0RQ,,postcode,N10000505,dea
N10000505,BT82 0RR,,postcode,N10000505,dea
N10000505,BT82 0RS,,postcode,N10000505,dea
N10000505,BT82 0RT,,postcode,N10000505,dea
N10000505,BT82 0RU,,postcode,N10000505,dea
N10000505,BT82 0RW,,postcode,N10000505,dea
N10000505,BT82 0RX,,postcode,N10000505,dea
N10000505,BT82 0RY,,postcode,N10000505,dea
N10000505,BT82 0RZ,,postcode,N10000505,dea
N10000505,BT82 0SA,,postcode,N10000505,dea
N10000505,BT82 0SB,,postcode,N10000505,dea
N10000505,BT82 0SD,,postcode,N10000505,dea
N10000505,BT82 0SE,,postcode,N10000505,dea
N10000505,BT82 0SF,,postcode,N10000505,dea
N10000505,BT82 0SG,,postcode,N10000505,dea
N10000505,BT82 0SH,,postcode,N10000505,dea
N10000505,BT82 0SJ,,postcode,N10000505,dea
N10000505,BT82 0SL,,postcode,N10000505,dea
N10000505,BT82 0SN,,postcode,N10000505,dea
N10000505,BT82 0SP,,postcode,N10000505,dea
N10000505,BT82 0SQ,,postcode,N10000505,dea
N10000505,BT82 0SR,,postcode,N10000505,dea
N10000505,BT82 0SS,,postcode,N10000505,dea
N10000505,BT82 0ST,,postcode,N10000505,dea
N10000505,BT82 0SW,,postcode,N10000505,dea
N10000505,BT82 0SX,,postcode,N10000505,dea
N10000505,BT82 0SZ,,postcode,N10000505,dea
N10000505,BT82 0TA,,postcode,N10000505,dea
N10000505,BT82 0TB,,postcode,N10000505,dea
N10000505,BT82 0TD,,postcode,N10000505,dea
N10000505,BT82 0UB,,postcode,N10000505,dea
N10000505,BT82 0YA,,postcode,N10000505,dea
N10000505,BT82 1AB,,postcode,N10000505,dea
N10000505,BT82 1AD,,postcode,N10000505,dea
N10000505,BT82 1AF,,postcode,N10000505,dea
N10000505,BT82 1AG,,postcode,N10000505,dea
N10000505,BT82 1AH,,postcode,N10000505,dea
N10000505,BT82 1AJ,,postcode,N10000505,dea
N10000505,BT82 1AL,,postcode,N10000505,dea
N10000505,BT82 1AN,,postcode,N10000505,dea
N10000505,BT82 1AP,,postcode,N10000505,dea
N10000505,BT82 1SA,,postcode,N10000505,dea
N10000505,BT82 1SB,,postcode,N10000505,dea
N10000505,BT82 1SD,,postcode,N10000505,dea
N10000505,BT82 1SE,,postcode,N10000505,dea
N10000505,BT82 1SF,,postcode,N10000505,dea
N10000505,BT82 1SG,,postcode,N10000505,dea
N10000505,BT82 1SH,,postcode,N10000505,dea
N10000505,BT82 1SJ,,postcode,N10000505,dea
N10000505,BT82 1SL,,postcode,N10000505,dea
N10000505,BT82 1SN,,postcode,N10000505,dea
N10000505,BT82 1SP,,postcode,N10000505,dea
N10000505,BT82 1SQ,,postcode,N10000505,dea
N10000505,BT82 1SR,,postcode,N10000505,dea
N10000505,BT82 1SS,,postcode,N10000505,dea
N10000505,BT82 1ST,,postcode,N10000505,dea
N10000505,BT82 1SU,,postcode,N10000505,dea
N10000505,BT82 8AA,,postcode,N10000505,dea
N10000505,BT82 8AB,,postcode,N10000505,dea
N10000505,BT82 8AD,,postcode,N10000505,dea
N10000505,BT82 8AE,,postcode,N10000505,dea
N10000505,BT82 8AF,,postcode,N10000505,dea
N10000505,BT82 8AG,,postcode,N10000505,dea
N10000505,BT82 8AN,,postcode,N10000505,dea
N10000505,BT82 8AP,,postcode,N10000505,dea
N10000505,BT82 8AQ,,postcode,N10000505,dea
N10000505,BT82 8AR,,postcode,N10000505,dea
N10000505,BT82 8AS,,postcode,N10000505,dea
N10000505,BT82 8AU,,postcode,N10000505,dea
N10000505,BT82 8AW,,postcode,N10000505,dea
N10000505,BT82 8AX,,postcode,N10000505,dea
N10000505,BT82 8AZ,,postcode,N10000505,dea
N10000505,BT82 8BA,,postcode,N10000505,dea
N10000505,BT82 8BB,,postcode,N10000505,dea
N10000505,BT82 8BD,,postcode,N10000505,dea
N10000505,BT82 8BE,,postcode,N10000505,dea
N10000505,BT82 8BG,,postcode,N10000505,dea
N10000505,BT82 8BH,,postcode,N10000505,dea
N10000505,BT82 8BJ,,postcode,N10000505,dea
N10000505,BT82 8BL,,postcode,N10000505,dea
N10000505,BT82 8BN,,postcode,N10000505,dea
N10000505,BT82 8BP,,postcode,N10000505,dea
N10000505,BT82 8BQ,,postcode,N10000505,dea
N10000505,BT82 8BS,,postcode,N10000505,dea
N10000505,BT82 8BT,,postcode,N10000505,dea
N10000505,BT82 8BU,,postcode,N10000505,dea
N10000505,BT82 8BW,,postcode,N10000505,dea
N10000505,BT82 8BX,,postcode,N10000505,dea
N10000505,BT82 8BY,,postcode,N10000505,dea
N10000505,BT82 8BZ,,postcode,N10000505,dea
N10000505,BT82 8DA,,postcode,N10000505,dea
N10000505,BT82 8DB,,postcode,N10000505,dea
N10000505,BT82 8DE,,postcode,N10000505,dea
N10000505,BT82 8DF,,postcode,N10000505,dea
N10000505,BT82 8DG,,postcode,N10000505,dea
N10000505,BT82 8DH,,postcode,N10000505,dea
N10000505,BT82 8DJ,,postcode,N10000505,dea
N10000505,BT82 8DL,,postcode,N10000505,dea
N10000505,BT82 8DN,,postcode,N10000505,dea
N10000505,BT82 8DP,,postcode,N10000505,dea
N10000505,BT82 8DQ,,postcode,N10000505,dea
N10000505,BT82 8DS,,postcode,N10000505,dea
N10000505,BT82 8DT,,postcode,N10000505,dea
N10000505,BT82 8DU,,postcode,N10000505,dea
N10000505,BT82 8DW,,postcode,N10000505,dea
N10000505,BT82 8DX,,postcode,N10000505,dea
N10000505,BT82 8DY,,postcode,N10000505,dea
N10000505,BT82 8DZ,,postcode,N10000505,dea
N10000505,BT82 8EA,,postcode,N10000505,dea
N10000505,BT82 8EB,,postcode,N10000505,dea
N10000505,BT82 8ED,,postcode,N10000505,dea
N10000505,BT82 8EE,,postcode,N10000505,dea
N10000505,BT82 8EF,,postcode,N10000505,dea
N10000505,BT82 8EG,,postcode,N10000505,dea
N10000505,BT82 8EH,,postcode,N10000505,dea
N10000505,BT82 8EL,,postcode,N10000505,dea
N10000505,BT82 8EN,,postcode,N10000505,dea
N10000505,BT82 8EP,,postcode,N10000505,dea
N10000505,BT82 8EQ,,postcode,N10000505,dea
N10000505,BT82 8ER,,postcode,N10000505,dea
N10000505,BT82 8ES,,postcode,N10000505,dea
N10000505,BT82 8EU,,postcode,N10000505,dea
N10000505,BT82 8EW,,postcode,N10000505,dea
N10000505,BT82 8EZ,,postcode,N10000505,dea
N10000505,BT82 8FA,,postcode,N10000505,dea
N10000505,BT82 8FB,,postcode,N10000505,dea
N10000505,BT82 8FD,,postcode,N10000505,dea
N10000505,BT82 8FE,,postcode,N10000505,dea
N10000505,BT82 8FF,,postcode,N10000505,dea
N10000505,BT82 8FH,,postcode,N10000505,dea
N10000505,BT82 8FL,,postcode,N10000505,dea
N10000505,BT82 8GW,,postcode,N10000505,dea
N10000505,BT82 8HA,,postcode,N10000505,dea
N10000505,BT82 8HB,,postcode,N10000505,dea
N10000505,BT82 8HD,,postcode,N10000505,dea
N10000505,BT82 8HE,,postcode,N10000505,dea
